SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customer_notes,Churn
0,34,91.11827877736555,7207.841446816332,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,Customer has issues with bills.,0
0,67,43.33001541761956,7629.050267423917,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,No issues reported.,0
0,34,107.53682728987961,5887.868644101989,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,Customer has issues with bills.,0
0,32,75.86088781722458,5818.464688828693,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,Customer has issues with bills.,0
0,29,79.1911375966904,1940.9950640770808,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,No issues reported.,0
0,9,35.23262760682892,608.305470692492,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,Customer has issues with bills.,1
0,66,104.45624639489596,6420.448677282871,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,No issues reported.,1
0,57,111.81199405916267,4481.340747176092,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,No issues reported.,0
0,39,96.13656027423826,5458.830543860534,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,No issues reported.,0
0,7,112.79562149082312,6241.150095197267,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,Customer has issues with bills.,1
0,69,48.63114036429576,3286.2519762097722,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,No issues reported.,0
0,8,104.7924764204585,1171.9847445594373,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,No issues reported.,1
1,18,67.38376085780612,6364.0349733147905,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,Customer has issues with bills.,0
0,49,34.72367889583028,3640.0938909113406,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,Customer has issues with bills.,1
0,16,85.46446020285681,6618.55247963434,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,No issues reported.,1
0,21,87.00408720594083,3511.8551646517317,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,No issues reported.,1
0,10,47.08591363254736,1750.4207182041027,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,No issues reported.,0
0,4,21.013079828570792,1383.169291676327,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,No issues reported.,0
0,44,38.334649538099114,5956.047480416138,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,No issues reported.,1
0,8,58.42764354122561,4606.871255860983,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,No issues reported.,0
0,55,35.09007256151679,3247.6892007840115,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,No issues reported.,0
1,19,37.75000979808022,3946.202918730164,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,No issues reported.,0
0,64,57.58476177041809,4405.327937745839,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,No issues reported.,1
1,40,114.90955473801031,1929.2121845430474,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,No issues reported.,1
0,51,95.05647329846866,3036.6731157520303,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,Customer has issues with bills.,0
0,9,50.38471432326969,2352.2052116396276,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,No issues reported.,0
1,30,113.8862089263141,3118.5520387619104,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,Customer has issues with bills.,1
0,56,83.13750262200263,4013.6124477465373,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,Customer has issues with bills.,0
0,44,64.02268928633409,1401.946537347185,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,Customer has issues with bills.,1
0,59,65.31416999499228,3159.188851297762,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,No issues reported.,0
0,15,59.52981901745688,3095.1702728650366,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,No issues reported.,0
0,68,41.66570128086694,2301.0609650807305,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,No issues reported.,0
0,70,57.10653531747742,7987.9980404919725,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,Customer has issues with bills.,0
1,61,71.30358659636096,605.9263699151852,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,Customer has issues with bills.,0
0,23,71.31674874838721,5150.125255993921,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,No issues reported.,0
1,47,94.80455867235806,1410.575347722195,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,Customer has issues with bills.,0
1,17,54.30918464431393,6719.120601477004,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,No issues reported.,1
0,57,90.28820194504722,7315.138201292237,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,No issues reported.,0
0,54,76.34822979625281,3222.746887689057,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Customer has issues with bills.,1
1,52,114.91546315494686,6591.049113663749,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,No issues reported.,0
1,22,56.97113506641526,2012.9647473498449,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,Customer has issues with bills.,0
0,39,108.82225465820942,1136.2418083753334,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,Customer has issues with bills.,0
0,13,100.72457600347809,2539.51135285904,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,No issues reported.,0
0,66,82.33526060124042,2745.4065603748663,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,No issues reported.,0
0,52,84.02870390758278,3189.858583092295,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,Customer has issues with bills.,0
0,14,26.757318427944274,2995.11503497182,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,No issues reported.,0
0,63,113.74757286213995,3299.90223653951,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,No issues reported.,0
0,71,28.997074381322264,5685.558817515096,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,No issues reported.,0
0,28,74.85494752872246,1978.4092255010821,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,No issues reported.,1
0,46,51.42211544514003,166.51576149826005,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,No issues reported.,0
0,28,61.4501238181301,3926.757740987465,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,No issues reported.,0
0,2,79.57339258910011,3596.3986384321734,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,No issues reported.,0
0,17,109.58956347717333,497.673732682801,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,No issues reported.,1
0,59,64.2354959190163,1086.2193364339091,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,No issues reported.,1
0,52,117.51682030829734,4088.311101151152,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,No issues reported.,1
0,4,77.82761256782572,1891.9718787862769,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,No issues reported.,1
1,3,34.38567123553854,7023.020184263494,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,Customer has issues with bills.,0
0,37,37.345934130540854,1401.4273037980752,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,No issues reported.,1
0,24,90.21915907671973,178.86381675689466,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,No issues reported.,1
0,72,23.31497832145987,3590.592116337096,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,No issues reported.,0
1,35,66.5243284103338,7889.557408097443,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,No issues reported.,0
0,2,33.14602053525342,5077.662036846718,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,No issues reported.,0
0,33,61.78847283537342,2844.0267276823656,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,Customer has issues with bills.,1
0,10,93.61670091820781,152.88625053357816,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,No issues reported.,0
0,62,64.36069928826413,3888.987208912519,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,Customer has issues with bills.,0
0,43,34.67683645258316,1666.2100125684156,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,No issues reported.,0
0,69,43.56849972084257,5188.461171513767,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,Customer has issues with bills.,0
0,59,55.187728659544334,4671.678044839814,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,No issues reported.,0
0,9,25.240898940384678,2135.1200516966633,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,No issues reported.,0
0,60,76.97593242615275,568.0547638498823,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,No issues reported.,0
0,63,79.30714602344403,6044.6244839584415,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,Customer has issues with bills.,0
1,52,24.49626867682303,4691.278037017217,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,No issues reported.,0
0,23,58.682287778003285,6739.891192015494,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,No issues reported.,0
1,30,59.857068629914856,2091.9087748083602,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,No issues reported.,0
0,43,51.79886663953642,5229.2317855610545,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,No issues reported.,0
0,68,74.30284390327674,965.5280850948311,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,No issues reported.,0
0,21,53.01872775104123,2347.403732515267,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,No issues reported.,0
1,43,60.099132587519506,5258.5810562271945,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,No issues reported.,0
0,7,98.40111651788136,6607.833582339453,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,No issues reported.,0
0,16,34.541990220735244,2579.797123539959,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,No issues reported.,0
0,23,80.47102687799381,6394.499375044854,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,No issues reported.,1
0,58,69.06223736992999,5427.9006997862725,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,Customer has issues with bills.,0
0,31,48.90969956667458,2801.284857480785,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,Customer has issues with bills.,0
0,69,91.36723297728628,7013.431257841678,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,No issues reported.,0
0,6,73.64443013388538,4082.7890978283026,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,No issues reported.,1
0,65,66.22483345954988,5192.394075857192,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,No issues reported.,0
0,59,85.3507661345056,3974.2554632381025,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,No issues reported.,1
0,28,98.88017595212676,3631.7475446471876,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,No issues reported.,0
0,18,116.00321339837441,6786.596144571242,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,No issues reported.,0
0,10,81.49971202182553,2370.5069647345513,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,No issues reported.,0
0,7,106.13121853273849,310.61529560165945,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,No issues reported.,1
0,37,18.359699872807173,7040.4551151149935,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,No issues reported.,0
1,45,71.53868711895207,6603.38493726628,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,Customer has issues with bills.,0
1,16,39.82207865140491,2944.0440678960063,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,No issues reported.,0
1,14,27.716341936855287,1498.4746263603197,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,No issues reported.,0
0,11,71.71308721497141,5410.190655402133,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,No issues reported.,1
0,34,93.30606386798395,646.8998425937637,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,No issues reported.,1
0,60,59.683388508675165,3400.5545200218844,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,No issues reported.,0
0,13,85.5957986591157,703.5815849521437,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,No issues reported.,0
0,39,67.46678501101547,4790.615551055353,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,No issues reported.,1
0,44,62.177129528922315,235.42051747251406,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,No issues reported.,1
1,28,47.420792363804,5040.673404719167,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,Customer has issues with bills.,0
1,40,56.70064820735096,5391.608584602641,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,Customer has issues with bills.,0
0,16,53.40446089484,3906.5154103392997,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,Customer has issues with bills.,0
0,50,83.19181199349559,1415.1147506212135,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,No issues reported.,0
0,28,29.90986038355352,827.5510696377114,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,No issues reported.,0
0,68,27.559955053124504,2518.8711997425257,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,No issues reported.,0
0,60,84.58130591795027,3731.413414897399,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,Customer has issues with bills.,0
0,12,73.15295602282751,5144.196232976337,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,No issues reported.,0
0,16,61.485109722637084,28.228205320784355,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,Customer has issues with bills.,1
0,53,33.57050988299431,5693.78443735686,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,Customer has issues with bills.,0
0,54,59.558224742865804,5706.938464240926,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,No issues reported.,0
0,49,97.61804221366117,3566.439636971511,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,No issues reported.,1
0,36,107.65693419682033,2759.234398348714,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,Customer has issues with bills.,0
1,62,88.85894528140412,6741.346386057635,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,No issues reported.,0
0,26,24.271173676028525,6280.631134702754,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,Customer has issues with bills.,0
0,56,85.62618254841242,7866.513919526344,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,No issues reported.,0
0,22,42.4690517494026,2986.908705514181,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,Customer has issues with bills.,1
0,69,49.93274992415371,7256.361143818145,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,Customer has issues with bills.,0
1,49,37.93525739997845,715.8700027260719,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,No issues reported.,0
0,2,96.21345695733056,3302.46927429774,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,Customer has issues with bills.,0
0,53,83.43451332504654,3732.749872322109,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,Customer has issues with bills.,0
0,7,79.73942298721768,3537.1985733569522,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,Customer has issues with bills.,1
1,20,85.38124727176225,5007.627465510122,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,Customer has issues with bills.,0
0,30,42.045612271092295,1376.8064176465548,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,No issues reported.,0
0,67,62.93676363969884,6934.054621676012,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,Customer has issues with bills.,0
0,59,81.8919990156734,4422.292454978766,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,No issues reported.,0
0,66,82.2276997756392,7235.424559854873,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,No issues reported.,0
0,3,97.83111220689062,39.25512466848588,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,No issues reported.,1
0,56,47.10394865215511,5046.6576256708995,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,No issues reported.,0
0,17,95.66878023053066,3310.385419133562,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,Customer has issues with bills.,0
1,52,62.488540302002036,4049.8244361187326,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,No issues reported.,0
0,7,85.60235555192295,5955.111653920542,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,No issues reported.,1
0,5,64.04979769656131,1831.3184672863722,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,No issues reported.,0
0,54,113.58532206398979,1653.7060670224416,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,No issues reported.,0
0,61,36.26987760653527,5629.4826492234415,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,No issues reported.,1
0,16,86.08801140252689,4179.6611464527095,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,No issues reported.,0
0,67,76.19176757719997,1883.0988709538972,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,Customer has issues with bills.,0
0,59,35.60946961524833,3881.5657372726064,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,Customer has issues with bills.,0
0,47,24.883636749072625,3686.3303053118434,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,Customer has issues with bills.,0
0,48,98.56401109165219,5537.186558522163,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,Customer has issues with bills.,1
0,64,34.07385903144965,39.490263813183375,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Customer has issues with bills.,0
0,50,36.993921619970486,4701.623751321535,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,No issues reported.,0
0,41,116.58263951089846,4852.621577851355,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,Customer has issues with bills.,0
0,72,90.3347155734014,5968.725537499679,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,No issues reported.,1
1,22,43.42392758092286,7115.865272278445,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,No issues reported.,0
1,54,77.64037049523593,3531.734913096222,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,No issues reported.,0
0,5,71.9282397594526,2752.160800377438,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,No issues reported.,1
0,17,103.11956338514167,834.9456732007095,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,Customer has issues with bills.,0
0,41,91.54673515717874,2706.789504976563,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,No issues reported.,1
1,35,101.83797311206517,564.8774704291512,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,No issues reported.,0
0,40,39.506412091724926,6426.160173984157,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,Customer has issues with bills.,0
0,22,82.59203003888402,6459.571320568505,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,No issues reported.,0
0,48,22.294206271047223,3348.5366711125953,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,No issues reported.,0
1,53,25.17853153406162,2090.6414184936807,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,Customer has issues with bills.,0
0,10,89.95946678681203,960.2567372411703,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,No issues reported.,1
0,18,20.7042203157151,6812.612249894873,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Customer has issues with bills.,0
0,49,76.51638339450118,7022.197938252709,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,No issues reported.,0
0,71,102.71071239367527,2143.707131252248,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,No issues reported.,0
0,30,56.43415174601188,4980.987257732572,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,Customer has issues with bills.,0
0,19,22.756463902411234,2082.7588889406848,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,Customer has issues with bills.,0
0,55,89.99166868768704,1815.15445620326,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,No issues reported.,1
0,60,111.68348847264716,187.52735812729898,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,No issues reported.,0
0,72,90.32572490185592,4624.992181317554,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No issues reported.,0
0,21,76.38394792177891,1215.045912321321,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,No issues reported.,1
0,26,41.36789740284553,116.9936888481341,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,No issues reported.,0
0,28,19.79525021647195,855.1457809453914,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,No issues reported.,0
0,39,88.06454690214485,2522.6772449560326,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,No issues reported.,0
0,33,41.46813067235144,5359.343292674154,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,Customer has issues with bills.,0
0,40,104.49534905682692,1635.53655593369,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,No issues reported.,0
0,29,65.11959394267743,7102.775972487171,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,No issues reported.,0
1,20,71.57887602843185,2320.8923695741114,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,No issues reported.,1
0,20,94.02062269876986,2662.015435607218,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,No issues reported.,0
0,12,96.58277608423599,1758.0893560816949,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,No issues reported.,0
0,25,82.83640872459709,2044.060749173146,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,No issues reported.,0
0,25,112.56239744898068,609.9779505845397,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,Customer has issues with bills.,0
1,4,116.97099285020215,2371.0350666679456,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,No issues reported.,1
1,4,113.41198715964899,6879.501658167273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Customer has issues with bills.,1
0,9,101.08000812706632,5513.082583284437,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,No issues reported.,0
0,15,89.16533463454726,7004.421986204385,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,Customer has issues with bills.,0
0,26,84.91424871710758,855.2084380224297,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,Customer has issues with bills.,1
0,71,28.676892780513654,3654.868043224403,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,No issues reported.,0
0,32,45.53417685532081,1848.1050824090332,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,No issues reported.,0
0,52,18.821666464702393,5774.812539921534,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,No issues reported.,0
0,32,32.05969195851618,7762.445757505877,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,No issues reported.,0
0,9,62.39256245550343,6526.245521909635,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,No issues reported.,0
1,13,32.976923354301874,299.83150746484506,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,No issues reported.,0
0,56,108.86717317501417,2545.748517726616,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,No issues reported.,1
1,44,99.22276812619583,246.36594425346638,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,No issues reported.,0
0,30,25.44699716499658,338.8526883013938,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,No issues reported.,0
0,16,43.26582840446024,652.9212790143105,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,No issues reported.,0
0,12,100.56672440345663,2223.8224653107823,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,No issues reported.,0
0,66,98.9561357192673,2446.320440595653,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,No issues reported.,0
0,18,113.26778028683778,3214.569829262569,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,No issues reported.,1
